id,label,description_short,description_long,salary,study_time,dimensions_list,tags_list,certificates_list
548,pédologue,"Spécialiste des sols, le pédologue intervient avant tout aménagement urbain ou agricole, afin d'établir un diagnostic et d'organiser fouilles et prélèvements, pour le compte d'un organisme de recherche, une collectivité ou un bureau d'études."," <h1> pédologue </h1> <h2> Nature du travail </h2> <h3> Planifier et coordonner </h3>  <p> L'ingénieur pédologue coordonne une équipe de travail pluridisciplinaire et doit établir le budget de ses travaux de terrain comme de laboratoire. </p>  <h3> Mesurer et analyser </h3>  <p> Une part importante de l'activité du pédologue consiste à examiner les sols à l'aide de fouilles, de sondages, de mesures et de prélèvements. Il analyse ensuite ces "" tranches pédologiques "" afin de connaître l'état du sol en profondeur et l'impact qu'auront sur lui les aménagements envisagés (cultures, équipements urbains...) ou de déterminer si une friche industrielle peut être réaménagée. Il est amené à représenter ses travaux sous forme de cartes 2D ou 3D. </p>  <h3> Conseil et aide à la décision </h3>  <p> Le pédologue est consulté par les industriels pour savoir si le terrain sur lequel ils souhaitent construire une usine est sans danger, et si cela ne risque pas d'entraîner des pollutions. De même, pour un agriculteur qui envisage de cultiver une terre (épandage...) ou des urbanistes qui veulent connaître la capacité d'un secteur à absorber la pluie, par exemple. À côté de ce travail de diagnostic qu'il effectue pour l'État, les collectivités territoriales, les urbanistes ou les sociétés agronomiques, le pédologue peut conseiller ou avertir sur d'éventuels problèmes de pollution agricole ou industrielle. </p>  <h2> Compétences requises </h2> <h3> Des qualités managériales </h3>  <p> L'ingénieur pédologue doit être doté de bonnes capacités d'observation, d'analyse et de synthèse. Souvent responsable d'un service, il doit également être capable de gérer une équipe, de budgéter des travaux de terrain comme en laboratoire, de planifier des projets, etc. Rigueur et facilités rédactionnelles sont des plus indéniables pour ce métier scientifique. </p>  <h3> Un scientifique spécialisé dans les sols </h3>  <p> La pédologie, avec l'agrologie, est une des deux branches des sciences du sol. Le pédologue met donc en relation différentes disciplines telles que la chimie, la physique, la minéralogie... Il a une parfaite connaissance de la relation sol-plante et possède un solide bagage en biologie. Il maîtrise aussi la cartographie et la représentation en 2D et 3D, ce qui signifie une bonne connaissance des SIG (systèmes d'information géographiques). </p> ",2500,18,,"959,1230,1253,1526,1527,2257,2580,3301,3376,4522,9194,38151,59711,59713,59724,60747,60748,60750,60776,60822,60823,61003,61004,61013","11005,11106,11004,10997,10271"
547,pédicure-podologue,"Quand on sort de son cabinet, on le fait d'un pas léger ! Le pédicure-podologue soigne les affections de la peau et des ongles du pied. Il réalise des semelles orthopédiques pour compenser des malformations. Après une opération, il s'occupe de la rééducation du pied et de l'équilibre."," <h1> pédicure-podologue </h1> <h2> Nature du travail </h2> <h3> Prescrire un traitement à usage externe </h3>  <p> Selon les cas, et sans ordonnance médicale préalable, il peut prescrire des topiques (produits antiseptique, antifongique, hémostatique, anti-inflammatoire...), des pansements (compresses, sparadrap, pansements pour pieds diabétiques...) et des prothèses et orthèses (semelles orthopédiques, chaussures thérapeutiques de s¿¿rie...) ou tout autre appareillage qu'il peut commander auprès d'un prothésiste ou confectionner lui-même. </p>  <h3> Conseiller et éduquer </h3>  <p> Le pédicure-podologue joue aussi un rôle de conseil et d'éducateur thérapeutique auprès du patient en lui donnant des règles de surveillance quotidienne, d'hygiène, de coupe d'ongles adaptée, de gestes à éviter, de choix du chaussage, d'inspection, de mise en place d'orthèses, etc. </p>  <h3> Définir des soins, traiter et prescrire  </h3>  <p> À l'issue du diagnostic, le pédicure-podologue informe le patient des soins nécessaires à prodiguer, et débute le traitement des affections (durillons, cors, verrues plantaires, ongles incarnés, mycoses...). </p>  <h3> Poser un diagnostic </h3>  <p> En consultation, le pédicure-podologue commence par interroger le patient sur les raisons qui l'amènent à consulter. Puis, procède lui-même à un examen clinique statique, dynamique et postural du pied et de l'appareil musculo-squelettique afin d'établir un diagnostic. </p>  <h2> Compétences requises </h2> <h3> Pédagogue et précis </h3>  <p> Professionnel de santé, appartenant au groupe des métiers de rééducation, le pédicure-podologue doit faire preuve de discernement et d'analyse. Outre de bonnes relations humaines avec les patients (jeunes enfants, adolescents, adultes, personnes âgées, handicapées ou dépendantes, sportifs, malades à risque, comme les personnes diabétiques, par exemple), il possède d'indéniables aptitudes manuelles, effectuant ses gestes avec douceur et précision, tout en expliquant au patient ce qu'il lui fait. </p>  <h3> Se mettre à niveau </h3>  <p> Face à l'évolution des matériels de mesure, de diagnostic et d'imagerie, du déploiement des techniques et matériaux de pointe, mais aussi des normes d'hygiène et de stérilisation et de la prise en compte de la douleur... le pédicure-podologue suit des mises à niveau de ses pratiques et de ses connaissances tout au long de sa vie professionnelle. </p> ",1443,17,,"771,1525,1527,2257,2580,3379,3991,4522,5667,5814,6606,59736,59745,60750,60776,60796,60798,60913,60975,61004,61040",12062
546,pédiatre,"Concilier médecine et travail auprès des enfants, c'est possible en devenant pédiatre. Ce médecin des bébés et des enfants accompagne leur croissance et les soigne, en lien avec les parents."," <h1> pédiatre </h1> <h2> Nature du travail </h2> <h3> Ausculter l'enfant </h3>  <p> Après la naissance, le pédiatre s'assure que le bébé se porte bien. Par la suite, il surveille son éveil, son développement (visites systématiques du nourrisson). Il administre les différents vaccins obligatoires et soigne les pathologies courantes des moins de 15 ans (varicelle, angine, rougeole, otite). En cas de maladie plus lourde (maladies cardiaques, rénales, leucémie...) ou d'actes techniques (comme la coloscopie), le pédiatre hospitalier prend le relais. </p>  <h3> Faire de la prévention </h3>  <p> Le pédiatre a une mission préventive. Il conseille les parents pour tout ce qui concerne l'éducation, l'alimentation ou l'hygiène. Il peut aussi déceler des difficultés d'ordre psychologique, entrer en contact avec une enseignante ou la directrice d'une crèche pour résoudre certains problèmes. </p>  <h3> Rassurer les parents </h3>  <p> La difficulté est d'avoir en face de soi des nourrissons ou de jeunes patients qui ne savent pas toujours expliquer où ils ont mal. Le pédiatre doit donc les observer, être attentif au moindre symptôme. À lui aussi de rassurer et d'informer les parents, souvent plus inquiets que l'enfant... </p>  <h2> Compétences requises </h2> <h3> Un savoir très large </h3>  <p> Le pédiatre est un généraliste de l'enfant. Ses connaissances médicales très étendues lui permettent de dépister les affections de ses patients. De plus, comme tous les pros de la santé, il reste « étudiant » toute sa vie pour se tenir au courant des évolutions de la médecine. </p>  <h3> Une endurance à toute épreuve </h3>  <p> Outre ses compétences médicales, le pédiatre possède des capacités d'endurance, aussi bien physiques que psychiques. Le métier est fatigant. Travailler auprès des enfants suppose de supporter le bruit. Et puis, il faut être résistant pour assumer ce rôle de soin et de protection des mineurs. </p>  <h3> Attentif et patient </h3>  <p> Plus encore que ses confrères d'autres spécialités, le pédiatre fait preuve d'une grande disponibilité. Il se montre particulièrement patient avec les enfants et reste à leur écoute, car souvent intimidés, ces derniers ne sont pas forcément coopératifs. Établir un bon contact avec eux permet de poser plus facilement un diagnostic. Tact et diplomatie s'imposent dans les relations avec les parents. </p> ",4081,22,,"1212,1527,1531,1796,2257,2280,2580,2812,3033,3379,3991,4516,4522,5814,38151,59736,59740,59745,59746,60750,60798,60820,60824,60913,60914,60929,60954,60971,60975,60986,61003,61004,61039",10170
545,paysagiste,"Voilà longtemps que le paysagiste ne se contente plus de fleurir les carrefours. En véritable architecte des espaces verts, il modèle les villes et les campagnes. Faisant appel à sa créativité sans jamais perdre le sens des réalités, il s'efforce d'améliorer notre cadre de vie."," <h1> paysagiste </h1> <h2> Nature du travail </h2> <h3> Des tâches administratives </h3>  <p> Le paysagiste élabore les documents administratifs utiles au projet (clauses particulières, règlement de l'appel d'offres, acte d'engagement...), précise les pièces techniques nécessaires (plans des terrassements, réseaux, irrigation, infrastructures, plantations...). </p>  <h3> Un regard d'expert </h3>  <p> Il apporte sa vision d'expert aux maîtres d'ouvrage qui commandent les travaux, aux élus et aux dirigeants des entreprises concernées. Il réalise l'analyse paysagère des sites afin de réaliser un diagnostic, et retient les solutions techniques les plus adaptées. </p>  <h3> Des plans détaillés </h3>  <p> Il peut intervenir de l'avant-projet (conception du paysage et directives) à la réalisation et au suivi du chantier. Il réalise les documents de préprojet et de projet finalisé sous forme d'images et de textes (croquis en perspective, plans d'aménagement, esquisses...) </p>  <h3> Le sens de l'esthétique </h3>  <p> Le paysagiste est chargé de mettre en valeur notre environnement en créant ou rénovant des espaces verts, et d'opérer des transformations du paysage. Il exerce son activité en milieu urbain ou rural, et peut être consulté lors de la construction d'une autoroute ou de l'implantation d'une ligne TGV. </p>  <h2> Compétences requises </h2> <h3> Créatif, mais réaliste </h3>  <p> Artiste dans l'âme, il n'en a pas moins les pieds sur terre. Dans ses projets, il tient compte de la nature des sols et du climat, mais aussi du budget. Il sait négocier avec un client pour emporter un marché. Quelques notions juridiques et la connaissance des procédures administratives peuvent également lui servir. </p>  <h3> Un esprit ouvert </h3>  <p> La physiologie végétale et la botanique n'ont pas de secrets pour lui. Il s'imprègne des caractéristiques culturelles, historiques et sociales des espaces qu'il aménage. Il sait aussi composer avec les incertitudes liées à des milieux vivants. </p>  <h3> Architecte d'espaces verts </h3>  <p> Il maîtrise parfaitement les techniques de conception d'espaces verts et d'utilisation des végétaux. Des compétences en architecture, travaux publics, génie civil et horticulture sont utiles. Des connaissances en maçonnerie (murets), électricité (chauffage, éclairage), plomberie et hydraulique (dispositifs d'arrosage), voire mécanique sont parfois requises. La rédaction des documents demande de la rigueur. Il faut savoir utiliser les logiciels de DAO (dessin assisté par ordinateur). </p> ",1950,18,,"787,1023,1027,1230,2633,2911,2915,3213,3301,8987,9194,10141,10888,11726,15012,34537,59711,59722,60731,60753,60755,60813,60822,60823,60836,60885,60895,60944,60965","10761,12058,12059,12060,12061"
544,pâtissier / pâtissière,"Gâteaux, confiseries, chocolats... Toutes sortes de délices sont réalisées par le pâtissier pour le plus grand plaisir des gourmands. Son savoir-faire est très recherché dans l'artisanat et dans l'industrie."," <h1> pâtissier / pâtissière </h1> <h2> Nature du travail </h2> <h3> Du sucré au salé </h3>  <p> Dragées de baptême, pièce montée pour le mariage, petits-fours pour un cocktail, bûche de Noël... Les pâtisseries accompagnent tous les moments de la vie ! Spécialiste des recettes sucrées, le pâtissier confectionne tartes, entremets, mille-feuilles et autres religieuses. Il réalise également des viennoiseries (brioches, croissants) et parfois des glaces, des chocolats et des confiseries. Il étend même quelquefois son art culinaire aux produits salés (quiches, pizzas...). </p>  <h3> Différentes spécialisations </h3>  <p> En fonction de ses motivations, le pâtissier peut se spécialiser dans une famille de produits (chocolaterie, confiserie, recettes du terroir...) ou devenir traiteur en réalisant des commandes spécifiques pour des cocktails et des buffets. </p>  <h3> Créateur de l'éphémère </h3>  <p> Attentif à la qualité des produits qu'il offre à sa clientèle, le pâtissier est aussi un artiste, capable de créer de nouveaux desserts. Fleurs en sucre, rubans de chocolat ou de nougatine... La décoration des desserts doit flatter l'oeil du gourmet avant d'émoustiller son palais. </p>  <h2> Compétences requises </h2> <h3> Résistant et organisé </h3>  <p> Physiquement, le métier est exigeant. Mieux vaut avoir une bonne résistance à la fatigue pour se lever tôt et travailler debout, derrière les fourneaux. Le rythme de travail peut s'accélérer à certains moments de la journée. Être rapide et savoir gérer son temps pour suivre plusieurs préparations en même temps est alors indispensable. </p>  <h3> Des qualités de gestionnaire </h3>  <p> Enfin, pour être patron d'un commerce, le pâtissier doit, en plus de ses compétences techniques, présenter des aptitudes à la vente et au conseil. Il doit également connaître les techniques de gestion d'une entreprise. </p>  <h3> Entre rigueur et minutie  </h3>  <p> Adresse dans l'exécution des gestes, rigueur dans le suivi des recettes, minutie dans les dosages : sans ces qualités, pas de crèmes ni de pâtes réussies ! Mais un bon pâtissier a aussi un goût développé. Il sait apprécier les parfums et les textures, bref, toutes les saveurs de la gastronomie sucrée. Véritable esthète, il ajoute à ses talents un esprit créatif pour décorer ses desserts. </p> ",1466,15,,"771,1023,1137,1630,1846,4323,5667,59722,59751,60731,60745,60805,60813,60836,60916,61006","11680,11678,12056,12057,10476,10478"
543,parfumeur / parfumeuse,"Chanel, Guerlain, Lancôme... des marques de luxe dans le domaine des parfums et des produits de beauté, dont les fragrances ont été imaginées et créées par la sensibilité olfactive d'un parfumeur créateur, appelé aussi "" nez ""."," <h1> parfumeur / parfumeuse </h1> <h2> Nature du travail </h2> <h3> Un mariage de senteurs </h3>  <p> Arômes floraux, boisés, orientaux, chyprés... le créateur parfumeur mélange différentes essences naturelles ou produits de synthèse qu'il va utiliser en notes de tête, de coeur ou de fond selon son inspiration et les souhaits de son client. Il prend connaissance de l'univers olfactif de la marque, du positionnement du produit sur le marché, avant de retranscrire ce qu'il a imaginé sous la forme d'une odeur... et d'une formule chimique. Face à son orgue à parfums où sont rangées des centaines de fioles odorantes, il réalise des dizaines d'essais et de tests avec des dosages chimiques très précis, fait des retouches, affine son projet. Une semaine est nécessaire pour créer un shampoing, 2 à 3 mois pour une eau de toilette. </p>  <h3> Une création sous surveillance </h3>  <p> Que ce soit pour un parfum de luxe ou pour un nettoyant ménager, l'alchimie opérée par le parfumeur n'est jamais totalement libre. Il faut tenir compte de contraintes réglementaires très strictes pour protéger environnement et consommateurs. Des tests d'innocuité sont ainsi réalisés pour éviter tout risque de réaction cutanée et d'allergie. Il est présent au laboratoire pour juger sa formule, s'assurer que le produit résiste sur la durée. </p>  <h2> Compétences requises </h2> <h3> Patience et persévérance </h3>  <p> Plusieurs centaines d'essais et de tests sont souvent nécessaires pour aboutir au produit final. Autant dire qu'il faut se montrer patient et ne pas se laisser décourager... </p>  <h3> Sensibilité artistique et compétences techniques </h3>  <p> Si des qualités olfactives sont indispensables au parfumeur, il doit aussi avoir d'excellentes connaissances en chimie et dans les matières premières (végétales, animales ou de synthèse) utilisées pour créer un parfum. Ce professionnel possède également un bagage technique solide en législation, droit commercial, marketing, gestion de production... La maîtrise de l'anglais est demandée. </p>  <h3> Créativité, mémoire sensorielle et curiosité </h3>  <p> Savoir reconnaître les parfums, mémoriser et identifier quelque 1 500 à 3 000 matières premières, être inventif et créatif : autant de qualités indispensables à tout créateur de parfums. Ce dernier doit être aussi curieux de toutes les modes : culinaires, esthétiques, vestimentaires, musicales, architecturales, et être à l'affût de toutes les tendances. Sentir l'air du temps peut l'inspirer et l'aider à lancer de nouvelles compositions olfactives. </p> ",1800,17,,"1023,1212,1377,4372,5148,5420,5602,6418,6662,7002,10884,34537,59722,60731,60771,60813,60833,60836,60886,60892,60940,60971","10425,11492,11493,12054,12055"
542,paléontologue," Fouiller le passé, rechercher et étudier des créatures préhistoriques, des os ou des végétaux fossilisés vieux de plusieurs millions d'années... tel est le travail du paléontologue, un scientifique popularisé par le film "" Jurassic Park "". "," <h1> paléontologue </h1> <h2> Nature du travail </h2> <h3> Modéliser et reconstruire le passé </h3>  <p> La modélisation est aujourd'hui incontournable pour ce scientifique. Un exemple : les restes de l'hominidé Toumaï (découvert au Tchad) ont fait l'objet d'une reconstitution informatique en 3D. Les morceaux ont été isolés et réassemblés électroniquement, ce qui a notamment permis de déterminer que le crâne reconstitué ne pouvait pas être celui d'un singe. </p>  <h3> Décrire et classer les découvertes </h3>  <p> La découverte d'un fossile sur le terrain n'étant que le début d'un long travail d'identification, il doit ensuite nommer, décrire et classer l'objet, en le comparant avec des descriptions issues d'articles scientifiques ou avec des objets stockés dans les musées. </p>  <h3> Réaliser des fouilles </h3>  <p> Le paléontologue étudie les restes fossiles des êtres vivants du passé, enfouis dans les roches ou dans les sédiments géologiques. Il met au jour un monde ancien, peuplé d'animaux et de végétaux aujourd'hui disparus. Défense de mammouth, crâne de tyrannosaure... il voyage dans le temps, en déterrant des ossements enfouis, qu'il enveloppe ensuite dans des morceaux de toile et de papier trempés dans du plâtre, afin de les préserver. Il détermine aussi l'âge des fossiles, dresse des tableaux de filiation des êtres vivants, reconstitue des squelettes. </p>  <h2> Compétences requises </h2> <h3> Maîtriser l'anglais </h3>  <p> Pour diffuser ses travaux et ses découvertes, il doit aussi publier les résultats de ses recherches dans des revues scientifiques. La plupart de ces publications étant en anglais, il lui faut maîtriser cette langue. Enfin, il participe à des conférences et à des colloques internationaux. </p>  <h3> Un savoir scientifique étendu </h3>  <p> Le paléontologue est un scientifique qui possède une bonne connaissance des sciences humaines. Son domaine de recherche est étroitement lié à d'autres disciplines, en particulier l'anatomie comparée et la géologie, mais aussi la biologie et la chimie organique. </p>  <h3> Pouvoir piloter des recherches </h3>  <p> Il sait concevoir et conduire des projets de recherche fondamentale : réalisation de schémas représentatifs, vérification d'hypothèses par des expérimentations appropriées, élaboration d'interprétations théoriques, organisation de travaux prospectifs sur des phénomènes naturels. </p> ",1900,23,,"959,1253,1526,2257,5630,34537,60776,60886,60912",10268
541,palefrenier / palefrenière,"Nourriture, brossage, pansage... Le palefrenier prodigue aux chevaux les soins quotidiens. Mais, s'il les sort à la longe pour les maintenir en forme, il ne les monte que très rarement."," <h1> palefrenier / palefrenière </h1> <h2> Nature du travail </h2> <h3> Surveiller </h3>  <p> Un cheval allongé se regardant le flanc, l'absence de crottins dans le box, des ruades anormales dans la porte... Le palefrenier sait décoder ces différentes manifestations. Et réagir rapidement en cas d'urgence. Côtoyant en permanence les chevaux, il connaît bien le tempérament de chacun et peut pressentir la survenue d'un problème.RéparerConsolider une clôture, réparer un tracteur, entretenir le matériel (selles ou harnais) et les espaces verts... autant de tâches effectuées par cet homme (ou cette femme) de toutes les situations ; et de tous les services ; véritable cheville ouvrière des écuries et des centres équestres d'envergure. </p>  <h3> Nourrir et entretenir </h3>  <p> Matin, midi et soir, les chevaux attendent leurs rations. Trois ou quatre litres de nourriture ? Le palefrenier adapte le menu à la charge de l'entraînement. Par ailleurs, il passe plus de la moitié de son temps à entretenir les box, les vidant et les rempaillant à grands coups de fourche dans des ballots de 400 kg. S'il prend soin des animaux dont il a quotidiennement la charge, il ne monte que très rarement à cheval. </p>  <h2> Compétences requises </h2> <h3> Le goût des autres </h3>  <p> Dans les centres de tourisme équestre et les poneys-clubs, avoir le sens du contact constitue un plus. Enfin, posséder le permis poids lourd est recommandé afin de pouvoir accompagner les chevaux sur les terrains de compétition. </p>  <h3> Maîtrise de l'univers équestre </h3>  <p> Passionné par les chevaux, le palefrenier a des bases d'équitation et possède de préférence un brevet de la Fédération française d'équitation. Mais cela n'est pas une obligation. Il connaît le tempérament des animaux, décrypte leur comportement et leurs réactions, a des connaissances solides en anatomie équine, sans être pour autant vétérinaire. </p>  <h3> Robustesse et polyvalence </h3>  <p> Pour soulever des sacs de fourrage, des seaux de nourriture ou de la paille souillée, le palefrenier doit être en bonne forme physique. Homme à tout faire, il doit également avoir des rudiments de mécanique (pour réparer un tracteur en panne), de maréchalerie (pour déferrer un cheval, remettre un clou), mais aussi d'électricité, de maçonnerie et de menuiserie (pour l'entretien des écuries). </p> ",1466,15,,"627,697,1525,1527,2311,3379,3536,34537,59711,59724,59738,59739,60776,60793,60895,60897,60937,60975,60990,61024",
540,ouvrier forestier / ouvrière forestière,"Les récentes tempêtes ont mieux fait connaître le travail des ouvriers forestiers. Sylviculteurs ou bûcherons, ils réalisent au quotidien les travaux d'entretien et d'aménagement des massifs forestiers. Un métier à exercer en plein air... qu'il pleuve, neige ou vente."," <h1> ouvrier forestier / ouvrière forestière </h1> <h2> Nature du travail </h2> <h3> Abattage </h3>  <p> Le bûcheron prépare le chantier, coupe et façonne les arbres selon leur utilisation (bois d'oeuvre, bois d'industrie, bois de feu). Il réalise l'abattage des arbres en dirigeant les chutes. Il façonne à l'aide d'une tronçonneuse les produits forestiers selon un cahier des charges très précis. Il pratique des opérations de débusquage et débardage (deux opérations de déplacement) pour amener les arbres abattus sur les lieux de stockage ou d'embarquement. </p>  <h3> Régénération de la forêt </h3>  <p> L'agent sylvicole réalise les opérations nécessaires à la vie et à la régénération de la forêt, notamment la plantation, le débroussaillage, l'élagage... Il met en place les peuplements. Il s'occupe de la protection des plants contre les gibiers, ou du débroussaillement. Il participe également aux travaux d'équipements et d'aménagement de la forêt : drainage des fossés, ouverture des routes forestières, terrassements. </p>  <h3> Entretien et conservation </h3>  <p> Le métier comporte deux volets. D'une part, l'entretien et l'exploitation de la forêt, réalisés par les bûcherons ; d'autre part, l'aménagement et le reboisement de la forêt, effectués par les sylviculteurs. </p>  <h2> Compétences requises </h2> <h3> Résistance physique de rigueur </h3>  <p> Une bonne santé et une endurance physique sont également nécessaires, car l'ouvrier forestier travaille tous les jours en plein air et par tous les temps ! Il doit être observateur pour repérer les maladies qui touchent les arbres. </p>  <h3> Sérieux et autonome </h3>  <p> Capable de travailler de manière autonome, l'ouvrier forestier respecte les consignes de sécurité, essentielles pour utiliser sans danger des outils tels que les tronçonneuses, les débroussailleuses, par exemple. Ces outils peuvent être lourds, ce qui nécessite aussi une bonne robustesse physique. </p>  <h3> Des connaissances scientifiques </h3>  <p> Possédant des notions de gestion sylvicole, ce professionnel sait reconnaitre les végétaux et les essences d'arbres, tout en sachant calculer un volume d'arbres ou une densité. </p>  <h3> Un goût pour le travail manuel </h3>  <p> Le métier s'adresse aux jeunes qui se sentent proches de la nature et qui aiment les travaux manuels, notamment pour planter, élaguer ou couper les arbres. </p> ",1466,15,,"787,1230,1630,3301,3663,8912,11328,34537,59711,59738,59739,60751,60822,60823,60895,60944","12052,12053"
539,ouvrier / ouvrière paysagiste," Agent du service public ou employé par une entreprise artisanale, l'ouvrier paysagiste aménage et entretient les jardins privatifs et les espaces verts publics."," <h1> ouvrier / ouvrière paysagiste </h1> <h2> Nature du travail </h2> <h3> Maçonnerie et électricité  </h3>  <p> Il peut être amené à conduire les engins (tondeuses, taille-haies...). Il réalise parfois des travaux de plomberie, de maçonnerie, de terrassement ou d'électricité lorsqu'il participe à la pose de dalles, de bordures ou de mobiliers urbains. Il installe des systèmes d'arrosage ou met en place des éclairages extérieurs. </p>  <h3> Jardinier du paysage  </h3>  <p> Cet ouvrier spécialisé est chargé de mettre en place, d'aménager et d'entretenir les espaces verts : parcs, jardins, massifs, terrains de sport. Lorsqu'il participe à leur création, il travaille souvent d'après les plans de l'architecte paysagiste. </p>  <h3> Tonte, taille et traitements  </h3>  <p> Ce professionnel est aussi chargé de l'entretien des espaces verts. Il taille les arbres, les arbustes. Il s'occupe des pelouses (tonte, scarification...), il ramasse les feuilles, débroussaille, désherbe et bine les massifs. Il apporte aux végétaux les éléments nécessaires : eau, engrais, traitements phytosanitaires... </p>  <h3> Plantation et protection  </h3>  <p> Il prépare les sols en retournant la terre, apporte les engrais nécessaires, désherbe... Il effectue ensuite les semis et les plantations de végétaux de toute nature : gazon, plantes, arbres, arbustes. Il protège les végétaux grâce à des bâches, des écorces, des tuteurs, des grillages... </p>  <h2> Compétences requises </h2> <h3> La sécurité avant tout  </h3>  <p> Le professionnel doit faire preuve d'une bonne constitution physique pour résister aux aléas climatiques, aux postures parfois délicates et au fait de soulever de lourdes charges. La profession exige du sérieux dans le respect des règles de sécurité concernant les matériels et les produits utilisés. </p>  <h3> Un bon relationnel  </h3>  <p> La connaissance des techniques de plomberie, de maçonnerie, de terrassement ou d'électricité sont indispensables pour pouvoir réaliser des petits travaux de génie civil. Enfin, l'ouvrier paysager doit avoir un bon relationnel pour travailler en équipe et éventuellement communiquer avec les clients ou les usagers. </p>  <h3> Le sens de l'esthétique </h3>  <p> L'ouvrier paysagiste doit connaître parfaitement les végétaux, leur développement et leur entretien. Le métier requiert un certain sens de l'esthétique afin de bien percevoir l'harmonie des formes et des couleurs. Il demande aussi du soin et de la minutie, car les végétaux sont souvent fragiles. </p> ",1466,15,,"723,749,771,787,1023,1230,1630,2911,2915,3301,5667,6251,7373,8912,9194,10141,10888,11726,15012,34537,59711,59722,59738,59739,60751,60756,60763,60813,60822,60823,60885,60895,60944","12049,12050,12051,10262"
538,ouvrier / ouvrière agricole,"Bras droit de l'agriculteur, l'ouvrier agricole participe à tous les travaux d'une exploitation. C'est une occupation pointue et un bon marchepied pour s'installer ensuite à son compte."," <h1> ouvrier / ouvrière agricole </h1> <h2> Nature du travail </h2> <h3> ... mais toujours polyvalent </h3>  <p> Généralement, l'ouvrier agricole s'occupe également d'entretenir les bâtiments et le matériel. Il peut être amené à participer aux activités annexes de l'exploitation : tourisme et accueil à la ferme, vente de produits à la ferme ou sur les marchés... </p>  <h3> Assister les exploitants agricoles </h3>  <p> L'ouvrier agricole travaille sur des exploitations de toutes tailles et de toutes natures : élevage, culture céréalière, de légumes, de fruits ou de fleurs, vigne... Véritable bras droit du chef d'exploitation, il participe à tous les travaux agricoles. </p>  <h3> ... ou dans les cultures </h3>  <p> Dans le cas des grandes cultures, de l'arboriculture ou encore de la vigne, l'ouvrier agricole se consacre à tous les travaux nécessaires : labours, épandage des engrais, semis, plantation, traitements, récolte, désherbage, taille... L'ouvrier agricole conduit les machines agricoles dont il assure parfois la maintenance. </p>  <h3> Se spécialiser dans l'élevage... </h3>  <p> S'il est employé d'élevage, il distribue la nourriture aux animaux, prodigue des soins simples, surveille l'état sanitaire des animaux, trait le lait, s'occupe du nettoyage et de la désinfection des bâtiments. Il peut également participer à la transformation des produits : abattage des animaux, fabrication de fromages, de conserves... </p>  <h2> Compétences requises </h2> <h3> Bonne résistance </h3>  <p> La profession nécessite une bonne résistance physique. Il faut pouvoir supporter les conditions climatiques, les postures difficiles et les charges souvent lourdes à porter. Un goût et des connaissances en mécanique et bricolage sont aussi souvent nécessaires. </p>  <h3> Souci de l'environnement </h3>  <p> L'ouvrier agricole doit être soucieux des règlements et des consignes de sécurité pour l'utilisation des matériels et des produits. Il doit avoir le souci de respecter la nature et l'environnement. Enfin, s'il veut progresser vers des postes à responsabilité ou même devenir responsable d'une exploitation, des connaissances en économie et gestion sont requises. </p>  <h3> Capacités d'adaptation </h3>  <p> L'ouvrier agricole doit avoir le sens des responsabilités. Il peut lui arriver d'avoir à remplacer l'agriculteur pour de courtes périodes. Il doit pouvoir s'adapter à plusieurs exploitants et types d'exploitations lorsqu'il travaille pour un groupement d'employeurs ou un établissement de travaux agricoles. </p> ",1466,15,,"787,805,1002,1230,1630,2915,3301,3536,6251,6405,34537,59711,59724,59738,59739,60747,60748,60822,60823,60895,60897,60944,61024","10257,10262"
